,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,school_holiday,school_holiday_lower,school_holiday_upper,state_holiday,state_holiday_lower,state_holiday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
11,2013-01-15,6740.987496328696,3615.2650830452935,10161.926958181968,6740.987496328696,6740.987496328696,150.6020668563514,150.6020668563514,150.6020668563514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.082531889912,323.082531889912,323.082531889912,-172.4804650335606,-172.4804650335606,-172.4804650335606,0.0,0.0,0.0,6891.589563185047
12,2013-01-16,6741.844873471926,3343.622450085598,10176.355132793335,6741.844873471926,6741.844873471926,-83.6326442204128,-83.6326442204128,-83.6326442204128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.03631648866269,60.03631648866269,60.03631648866269,-143.6689607090755,-143.6689607090755,-143.6689607090755,0.0,0.0,0.0,6658.212229251513
13,2013-01-17,6742.702250615157,3051.2531761431833,9868.527926800774,6742.702250615157,6742.702250615157,-273.46598920498235,-273.46598920498235,-273.46598920498235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.16381236605255,-157.16381236605255,-157.16381236605255,-116.30217683892982,-116.30217683892982,-116.30217683892982,0.0,0.0,0.0,6469.236261410175
14,2013-01-18,6743.559627758388,3131.85309900288,10094.199063763263,6743.559627758388,6743.559627758388,-294.1738133150651,-294.1738133150651,-294.1738133150651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.7081597168347,-202.7081597168347,-202.7081597168347,-91.46565359823045,-91.46565359823045,-91.46565359823045,0.0,0.0,0.0,6449.385814443323
15,2013-01-19,6744.417004901619,2408.4907548222145,9089.532825553983,6744.417004901619,6744.417004901619,-927.9499922775537,-927.9499922775537,-927.9499922775537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538518887,-857.8598538518887,-857.8598538518887,-70.0901384256649,-70.0901384256649,-70.0901384256649,0.0,0.0,0.0,5816.467012624065
16,2013-01-21,6746.131759188081,4769.737628270737,11886.983045994284,6746.131759188081,6746.131759188081,1645.9678147342959,1645.9678147342959,1645.9678147342959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.568403443726,1686.568403443726,1686.568403443726,-40.60058870943034,-40.60058870943034,-40.60058870943034,0.0,0.0,0.0,8392.099573922376
17,2013-01-22,6746.989136331311,3821.9849420612277,10261.59563075393,6746.989136331311,6746.989136331311,289.5965480983814,289.5965480983814,289.5965480983814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.08253188796806,323.08253188796806,323.08253188796806,-33.48598378958662,-33.48598378958662,-33.48598378958662,0.0,0.0,0.0,7036.585684429692
18,2013-01-23,6747.846513474542,3302.2520932602497,9916.08077994034,6747.846513474542,6747.846513474542,28.205168590589018,28.205168590589018,28.205168590589018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0363164859386,60.0363164859386,60.0363164859386,-31.83114789534955,-31.83114789534955,-31.83114789534955,0.0,0.0,0.0,6776.051682065131
19,2013-01-24,6748.703890617773,3245.9266332175375,9923.97804655001,6748.703890617773,6748.703890617773,-192.8677869294025,-192.8677869294025,-192.8677869294025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.1638123669859,-157.1638123669859,-157.1638123669859,-35.703974562416626,-35.703974562416626,-35.703974562416626,0.0,0.0,0.0,6555.836103688371
20,2013-01-25,6749.561267761004,3042.8547429880887,9825.493567264051,6749.561267761004,6749.561267761004,-247.72347703536514,-247.72347703536514,-247.72347703536514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.70815971832778,-202.70815971832778,-202.70815971832778,-45.015317317037365,-45.015317317037365,-45.015317317037365,0.0,0.0,0.0,6501.837790725639
21,2013-01-26,6750.418644904235,2509.7850120056196,9130.392572827113,6750.418644904235,6750.418644904235,-917.3934791352117,-917.3934791352117,-917.3934791352117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538515482,-857.8598538515482,-857.8598538515482,-59.533625283663355,-59.533625283663355,-59.533625283663355,0.0,0.0,0.0,5833.025165769024
22,2013-01-28,6752.133399190697,5105.1440631747755,11747.984222475934,6752.133399190697,6752.133399190697,1583.9076030203137,1583.9076030203137,1583.9076030203137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.5684034423862,1686.5684034423862,1686.5684034423862,-102.66080042207234,-102.66080042207234,-102.66080042207234,0.0,0.0,0.0,8336.04100221101
23,2013-01-29,6752.990776333927,3364.0668744804625,10228.573576106135,6752.990776333927,6752.990776333927,192.818880707416,192.818880707416,192.818880707416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0825318899478,323.0825318899478,323.0825318899478,-130.26365118253173,-130.26365118253173,-130.26365118253173,0.0,0.0,0.0,6945.809657041343
24,2013-01-30,6753.848153477158,3195.8729270951953,9951.769822852031,6753.848153477158,6753.848153477158,-101.06883963529033,-101.06883963529033,-101.06883963529033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.036316487681745,60.036316487681745,60.036316487681745,-161.1051561229721,-161.1051561229721,-161.1051561229721,0.0,0.0,0.0,6652.779313841867
25,2013-01-31,6754.705530620389,3653.214310821592,10318.431112343624,6754.705530620389,6754.705530620389,287.80758677019713,287.80758677019713,287.80758677019713,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.16381236927825,-157.16381236927825,-157.16381236927825,-194.54054565335713,-194.54054565335713,-194.54054565335713,0.0,0.0,0.0,7042.513117390587
26,2013-02-01,6755.562907027017,3539.7658129397155,10137.575876373745,6755.562907027017,6755.562907027017,206.89580609961124,206.89580609961124,206.89580609961124,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.70815971982077,-202.70815971982077,-202.70815971982077,-229.90797897340053,-229.90797897340053,-229.90797897340053,0.0,0.0,0.0,6962.458713126628
27,2013-02-02,6756.420283433645,2632.5266082046273,9202.131091630654,6756.420283433645,6756.420283433645,-1124.408893805228,-1124.408893805228,-1124.408893805228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538542568,-857.8598538542568,-857.8598538542568,-266.5490399509712,-266.5490399509712,-266.5490399509712,0.0,0.0,0.0,5632.0113896284165
28,2013-02-04,6758.135036246899,5428.438974635737,12185.95467930291,6758.135036246899,6758.135036246899,1984.9352975415263,1984.9352975415263,1984.9352975415263,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.5684034430778,1686.5684034430778,1686.5684034430778,-341.14505069438417,-341.14505069438417,-341.14505069438417,0.0,0.0,0.0,8743.070333788426
29,2013-02-05,6758.992412653527,3818.3615308325657,10908.471024429238,6758.992412653527,6758.992412653527,584.6384788322686,584.6384788322686,584.6384788322686,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.0825318892724,323.0825318892724,323.0825318892724,-377.9559978498363,-377.9559978498363,-377.9559978498363,0.0,0.0,0.0,7343.6308914857955
30,2013-02-06,6759.849789060156,3721.67160470085,10459.675931037731,6759.849789060156,6759.849789060156,285.7716254403483,285.7716254403483,285.7716254403483,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.03631648679963,60.03631648679963,60.03631648679963,-413.77663583928387,-413.77663583928387,-413.77663583928387,0.0,0.0,0.0,7045.621414500504
31,2013-02-07,6760.707165466783,3277.56146173748,10163.70449447039,6760.707165466783,6760.707165466783,34.155020316561426,34.155020316561426,34.155020316561426,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.16381236464562,-157.16381236464562,-157.16381236464562,-448.19311211162545,-448.19311211162545,-448.19311211162545,0.0,0.0,0.0,6794.862185783345
32,2013-02-08,6761.564541873411,2909.854840019798,9921.222750912793,6761.564541873411,6761.564541873411,-44.06154266465129,-44.06154266465129,-44.06154266465129,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.70815971585404,-202.70815971585404,-202.70815971585404,-480.86532774162976,-480.86532774162976,-480.86532774162976,0.0,0.0,0.0,6717.50299920876
33,2013-02-09,6762.421918280038,2230.933842844192,8859.239883060807,6762.421918280038,6762.421918280038,-1369.38758015931,-1369.38758015931,-1369.38758015931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538498937,-857.8598538498937,-857.8598538498937,-511.5277263094162,-511.5277263094162,-511.5277263094162,0.0,0.0,0.0,5393.034338120728
34,2013-02-11,6764.136671093293,5269.591902430031,11834.790904389647,6764.136671093293,6764.136671093293,1759.9632089572694,1759.9632089572694,1759.9632089572694,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.56840344377,1686.56840344377,1686.56840344377,-566.117139279333,-566.117139279333,-566.117139279333,0.0,0.0,0.0,8524.099880050562
35,2013-02-12,6764.994047499921,3585.1522349750226,10624.919318134902,6764.994047499921,6764.994047499921,372.7427675785154,372.7427675785154,372.7427675785154,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.082531888597,323.082531888597,323.082531888597,-589.8517091029141,-589.8517091029141,-589.8517091029141,0.0,0.0,0.0,7137.736815078437
36,2013-02-13,6765.85142390655,3424.3719558346993,10040.115223378309,6765.85142390655,6765.85142390655,88.37368222172185,88.37368222172185,88.37368222172185,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.03631648591739,60.03631648591739,60.03631648591739,-611.174579057028,-611.174579057028,-611.174579057028,0.0,0.0,0.0,6854.225106128271
37,2013-02-14,6766.708800313177,3115.659723270304,10010.812085046362,6766.708800313177,6766.708800313177,-147.76067675534173,-147.76067675534173,-147.76067675534173,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.1638123679897,-157.1638123679897,-157.1638123679897,-630.1088091801846,-630.1088091801846,-630.1088091801846,0.0,0.0,0.0,6618.948123557835
38,2013-02-15,6767.566176719804,3031.5199268265224,9880.61271711132,6767.566176719804,6767.566176719804,-209.90091751493617,-209.90091751493617,-209.90091751493617,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.70815972096074,-202.70815972096074,-202.70815972096074,-646.704702586808,-646.704702586808,-646.704702586808,0.0,0.0,0.0,6557.665259204869
39,2013-02-16,6768.423553126432,1573.5367934645005,8755.732157457714,6768.423553126432,6768.423553126432,-1518.887277490647,-1518.887277490647,-1518.887277490647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538526022,-857.8598538526022,-857.8598538526022,-661.0274236380448,-661.0274236380448,-661.0274236380448,0.0,0.0,0.0,5249.536275635785
40,2013-02-18,6770.138305939688,5150.647470836594,11554.46078447802,6770.138305939688,6770.138305939688,1642.9647549172987,1642.9647549172987,1642.9647549172987,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.568403444462,1686.568403444462,1686.568403444462,-683.1155933199959,-683.1155933199959,-683.1155933199959,0.0,0.0,0.0,8413.103060856985
41,2013-02-19,6770.995682346315,3547.7989352083214,10497.278830226578,6770.995682346315,6770.995682346315,271.61496465503507,271.61496465503507,271.61496465503507,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.08253188930803,323.08253188930803,323.08253188930803,-690.9795120271054,-690.9795120271054,-690.9795120271054,0.0,0.0,0.0,7042.61064700135
42,2013-02-20,6771.853058752943,3282.329659622002,10254.735533834331,6771.853058752943,6771.853058752943,2.8001269626452645,2.8001269626452645,2.8001269626452645,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.036316485818794,60.036316485818794,60.036316485818794,-696.7481343160061,-696.7481343160061,-696.7481343160061,0.0,0.0,0.0,6774.653185715589
43,2013-02-21,6772.710435159571,3489.518365893957,9827.73042281761,6772.710435159571,6772.710435159571,-218.0502712039584,-218.0502712039584,-218.0502712039584,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.16381237028207,-157.16381237028207,-157.16381237028207,-700.3984036265089,-700.3984036265089,-700.3984036265089,0.0,0.0,0.0,6554.660163955612
44,2013-02-22,6773.5678115661985,2962.2716709747688,10134.646749179346,6773.5678115661985,6773.5678115661985,-265.0644399930561,-265.0644399930561,-265.0644399930561,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.70815971884008,-202.70815971884008,-202.70815971884008,-701.8682250670485,-701.8682250670485,-701.8682250670485,0.0,0.0,0.0,6508.503371573142
45,2013-02-23,6774.425187972826,1790.43082197469,8557.323097453262,6774.425187972826,6774.425187972826,-1558.9144779123733,-1558.9144779123733,-1558.9144779123733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538522615,-857.8598538522615,-857.8598538522615,-701.0546240601118,-701.0546240601118,-701.0546240601118,0.0,0.0,0.0,5215.510710060453
46,2013-02-25,6776.139940786082,4249.34165295562,10986.566003156484,6776.139940786082,6776.139940786082,994.6001756459063,994.6001756459063,994.6001756459063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.5684034431217,1686.5684034431217,1686.5684034431217,-691.9682277972153,-691.9682277972153,-691.9682277972153,0.0,0.0,0.0,7770.740116431988
47,2013-02-26,6776.9973171927095,2997.3874018756405,9890.006080289322,6776.9973171927095,6776.9973171927095,-360.2227223132238,-360.2227223132238,-360.2227223132238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0825318899012,323.0825318899012,323.0825318899012,-683.305254203125,-683.305254203125,-683.305254203125,0.0,0.0,0.0,6416.774594879485
48,2013-02-27,6777.854693599337,2747.362668774165,9502.200784443137,6777.854693599337,6777.854693599337,-611.556425657328,-611.556425657328,-611.556425657328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.036316488345626,60.036316488345626,60.036316488345626,-671.5927421456736,-671.5927421456736,-671.5927421456736,0.0,0.0,0.0,6166.298267942009
49,2013-02-28,6778.712070005965,2443.439324668449,9219.476097005592,6778.712070005965,6778.712070005965,-813.7495287695729,-813.7495287695729,-813.7495287695729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.16381236564945,-157.16381236564945,-157.16381236564945,-656.5857164039234,-656.5857164039234,-656.5857164039234,0.0,0.0,0.0,5964.962541236392
50,2013-03-01,6779.569446412592,2772.3946226435196,9321.03074207911,6779.569446412592,6779.569446412592,-840.7472469789253,-840.7472469789253,-840.7472469789253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.70815972033319,-202.70815972033319,-202.70815972033319,-638.0390872585921,-638.0390872585921,-638.0390872585921,0.0,0.0,0.0,5938.822199433666
51,2013-03-02,6780.426822533849,1797.4514173579043,8626.400012675831,6780.426822533849,6780.426822533849,-1473.5807099975964,-1473.5807099975964,-1473.5807099975964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538509474,-857.8598538509474,-857.8598538509474,-615.720856146649,-615.720856146649,-615.720856146649,0.0,0.0,0.0,5306.846112536253
52,2013-03-04,6782.141574776364,5124.362203550038,11922.628975626187,6782.141574776364,6782.141574776364,1767.08957459128,1767.08957459128,1767.08957459128,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.5684034441533,1686.5684034441533,1686.5684034441533,-558.9907736457055,-558.9907736457055,-558.9907736457055,0.0,0.0,0.0,8549.231149367644
53,2013-03-05,6782.9989508976205,3939.5191302333833,10272.190086893848,6782.9989508976205,6782.9989508976205,438.28843119721563,438.28843119721563,438.28843119721563,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.08253188795726,323.08253188795726,323.08253188795726,-524.306045483574,-524.306045483574,-524.306045483574,0.0,0.0,0.0,7221.287382094836
54,2013-03-06,6783.856327018877,3523.130520760969,10355.788548557923,6783.856327018877,6783.856327018877,214.21776855299993,214.21776855299993,214.21776855299993,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.03631648746345,60.03631648746345,60.03631648746345,-485.33049272729596,-485.33049272729596,-485.33049272729596,0.0,0.0,0.0,6998.074095571877
55,2013-03-07,6784.713703140134,3788.4006337638057,10514.634166141406,6784.713703140134,6784.713703140134,40.24639358813613,40.24639358813613,40.24639358813613,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.16381236899352,-157.16381236899352,-157.16381236899352,-442.10173883570286,-442.10173883570286,-442.10173883570286,0.0,0.0,0.0,6824.96009672827
56,2013-03-08,6785.571079261391,3308.919175252153,9967.645412082742,6785.571079261391,6785.571079261391,42.058020126809,42.058020126809,42.058020126809,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.7081597163663,-202.7081597163663,-202.7081597163663,-394.74576494965714,-394.74576494965714,-394.74576494965714,0.0,0.0,0.0,6827.6290993882
57,2013-03-09,6786.428455382648,2022.3433518287911,8861.1792042743,6786.428455382648,6786.428455382648,-1201.3437318118017,-1201.3437318118017,-1201.3437318118017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538496334,-857.8598538496334,-857.8598538496334,-343.4838779621683,-343.4838779621683,-343.4838779621683,0.0,0.0,0.0,5585.084723570846
58,2013-03-11,6788.143207625162,5653.529380662245,12544.556426662628,6788.143207625162,6788.143207625162,2095.454011406379,2095.454011406379,2095.454011406379,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.5684034445055,1686.5684034445055,1686.5684034445055,-230.62633683095933,-230.62633683095933,-230.62633683095933,0.0,0.0,0.0,8883.59721903154
59,2013-03-12,6789.000583746419,4145.798442334111,11107.778920415762,6789.000583746419,6789.000583746419,792.6222593094074,792.6222593094074,792.6222593094074,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.08253188728173,323.08253188728173,323.08253188728173,-169.972217370707,-169.972217370707,-169.972217370707,0.0,0.0,0.0,7581.622843055826
60,2013-03-13,6789.857959867676,3982.336611034747,10729.607115844312,6789.857959867676,6789.857959867676,592.2605354656821,592.2605354656821,592.2605354656821,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.03631648736473,60.03631648736473,60.03631648736473,-107.28772581451527,-107.28772581451527,-107.28772581451527,0.0,0.0,0.0,7382.118495333358
61,2013-03-14,6790.7153359889335,3652.805985104733,10576.950187923643,6790.7153359889335,6790.7153359889335,439.0776805489284,439.0776805489284,439.0776805489284,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.16381236782337,-157.16381236782337,-157.16381236782337,-43.270451876080756,-43.270451876080756,-43.270451876080756,0.0,0.0,0.0,7229.793016537862
62,2013-03-15,6791.57271211019,3968.06097528421,10561.526352459334,6791.57271211019,6791.57271211019,458.11326532229776,458.11326532229776,458.11326532229776,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.70815972147298,-202.70815972147298,-202.70815972147298,21.309480250938265,21.309480250938265,21.309480250938265,0.0,0.0,0.0,7249.685977432488
63,2013-03-16,6792.4300882314465,2536.6698646696777,9525.587894713088,6792.4300882314465,6792.4300882314465,-772.235656267832,-772.235656267832,-772.235656267832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.859853852342,-857.859853852342,-857.859853852342,85.62419758450984,85.62419758450984,85.62419758450984,0.0,0.0,0.0,6020.194431963614
64,2013-03-18,6794.144840473961,5801.714060886245,12655.691183994792,6794.144840473961,6794.144840473961,2536.0442876266015,2536.0442876266015,2536.0442876266015,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.5684034431654,1686.5684034431654,1686.5684034431654,209.96393939060377,209.96393939060377,209.96393939060377,0.0,0.0,0.0,9330.189128100563
65,2013-03-19,6795.002216595218,4554.285347360772,11373.600031674876,6795.002216595218,6795.002216595218,1230.8051179990632,1230.8051179990632,1230.8051179990632,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.08253188926165,323.08253188926165,323.08253188926165,268.2106413169689,268.2106413169689,268.2106413169689,0.0,0.0,0.0,8025.807334594281
66,2013-03-20,6795.859592716475,4134.215424101723,11620.97832143191,6795.859592716475,6795.859592716475,1022.2268620258409,1022.2268620258409,1022.2268620258409,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.0363164864825,60.0363164864825,60.0363164864825,322.6786007465258,322.6786007465258,322.6786007465258,0.0,0.0,0.0,7818.086454742316
67,2013-03-21,6796.716968837732,4262.915925369651,10904.39781064767,6796.716968837732,6796.716968837732,854.893627853531,854.893627853531,854.893627853531,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.16381236665325,-157.16381236665325,-157.16381236665325,372.54549542735174,372.54549542735174,372.54549542735174,0.0,0.0,0.0,7651.610596691263
